customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
SYN04220,Male,,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.60461424722577,2191.161498652902,No
SYN04221,Male,,No,Yes,16,No,No,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.37236780922038,924.3302527567464,No
SYN04222,Female,,No,No,43,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,101.39189856239958,4461.243536745581,Yes
SYN04223,Male,,Yes,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.09000284901234,2655.510111111481,No
SYN04224,Female,,No,No,12,No,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),16.609234811411234,215.92005254834604,Yes
SYN04225,Female,,Yes,No,7,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,53.190771640670675,425.5261731253654,No
SYN04226,Male,,Yes,Yes,36,No,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.26858356857261,3672.9375920371867,No
SYN04227,Male,,No,No,39,No,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.83253952718471,3633.3015810873885,No
SYN04228,Female,,No,No,45,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,66.72236641341075,3069.2288550168946,No
SYN04229,Female,,No,Yes,51,No,No phone service,DSL,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),78.04143159244424,4058.1544428071006,No
SYN04230,Female,,Yes,No,36,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.01939650780453,3589.7176707887675,Yes
SYN04231,Male,,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,132.18461130447702,1586.2153356537242,No
SYN04232,Female,,Yes,No,60,No,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),72.01115644411675,4392.680543091122,No
SYN04233,Female,,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.961974677544745,1267.212809844603,No
SYN04234,Male,,No,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.38871361842617,2872.325971973899,No
SYN04235,Female,,Yes,No,54,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.38243518675853,3596.033935271719,Yes
SYN04236,Male,,No,No,37,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,47.87907631715573,1819.4049000519176,No
SYN04237,Male,,Yes,No,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.06780614455622,2640.9663781921304,No
SYN04238,Female,,No,No,5,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,140.14468399978264,840.8681039986959,No
SYN04239,Male,,No,No,72,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.18962180219341,5634.84239156012,No
SYN04240,Female,,Yes,No,12,No,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,55.393659767871924,720.117576982335,Yes
SYN04241,Female,,Yes,No,15,No,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.731445320372124,747.703125125954,Yes
SYN04242,Female,,Yes,Yes,3,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),163.54094159015673,654.1637663606269,No
SYN04243,Female,,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,73.5794624608209,3458.2347356585824,No
SYN04244,Male,,Yes,No,46,No,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),3.6825065819977425,173.07780935389388,No
SYN04245,Male,,No,Yes,53,No,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.149116430002,4544.052287220108,No
SYN04246,Female,,Yes,No,22,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,102.51143814623339,2357.7630773633678,Yes
SYN04247,Male,,Yes,No,71,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),49.133199020386805,3537.59032946785,No
SYN04248,Male,,No,No,48,No,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.888813613177284,3032.551867045687,No
SYN04249,Male,,No,Yes,27,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,68.87679779346828,1928.5503382171119,No
SYN04250,Female,,No,No,9,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Electronic check,88.43954370760402,884.3954370760401,No
SYN04251,Male,,Yes,No,42,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,28.21572394855908,1213.2761297880404,Yes
SYN04252,Male,,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),23.49210689600101,1714.9238034080738,No
SYN04253,Female,,No,No,50,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),19.542856818274025,996.6856977319753,No
SYN04254,Female,,No,Yes,45,No,No,DSL,No internet service,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,0.0,0.0,No
SYN04255,Male,,Yes,No,6,No,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,8.96453571116946,62.751749978186226,No
SYN04256,Female,,Yes,No,60,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,66.97991586306586,4085.7748676470173,No
SYN04257,Male,,Yes,No,40,No,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.31182980413752,4030.7850219696384,No
SYN04258,Male,,Yes,No,68,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,102.93403744592655,7102.448583768932,No
SYN04259,Male,,No,Yes,46,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,85.46732739220195,4016.9643874334915,No
SYN04260,Female,,Yes,No,67,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),61.25164633345456,4165.11195067491,No
SYN04261,Female,,No,No,28,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),58.348859665698036,1692.1169303052432,Yes
SYN04262,Male,,Yes,Yes,6,No,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.98951625053848,279.92661375376935,No
SYN04263,Male,,Yes,No,70,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.787966079574275,2895.9455916497736,No
SYN04264,Female,,No,Yes,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,16.1502029761661,807.510148808305,Yes
SYN04265,Male,,No,No,19,No,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),53.920726620065125,1078.4145324013025,No
SYN04266,Male,,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.25203530695138,882.5203530695138,No
SYN04267,Female,,No,No,26,No,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.85311164470409,968.0340144070105,No
SYN04268,Male,,Yes,Yes,2,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.49435471991576,166.4830641597473,No
SYN04269,Female,,No,No,64,No,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),15.547542777744447,1010.590280553389,No
SYN04270,Male,,Yes,No,41,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,65.46714598230916,2749.6201312569847,No
SYN04271,Female,,Yes,No,1,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),116.80205946513706,233.60411893027413,Yes
SYN04272,Male,,No,No,68,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,6.385066275993495,440.56957304355115,No
SYN04273,Male,,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),51.49838907793863,3244.398511910134,Yes
SYN04274,Male,,No,No,49,No,No phone service,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),71.15396323674605,3557.6981618373025,Yes
SYN04275,Male,,No,Yes,24,No,No,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Electronic check,78.9948265607881,1974.8706640197024,No
SYN04276,Male,,No,No,16,No,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,0.0,0.0,Yes
SYN04277,Male,,Yes,No,2,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.76810652850978,197.30431958552933,Yes
SYN04278,Female,,No,No,53,No,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,38.784034031891736,2094.337837722154,No
SYN04279,Female,,No,No,68,No,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,97.45312155124182,6724.265387035685,Yes
SYN04280,Male,,Yes,No,51,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.90019693398484,3478.810240567212,No
SYN04281,Female,,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,15.597039512996297,655.0756595458445,No
SYN04282,Female,,No,Yes,69,No,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.72673241858965,6420.871269301276,No
SYN04283,Male,,Yes,No,55,No,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),46.88608033528453,2625.620498775934,Yes
SYN04284,Female,,Yes,No,12,No,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Mailed check,57.6452998063801,749.3888974829413,No
SYN04285,Male,,Yes,Yes,1,No,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),38.067391966714624,76.13478393342925,Yes
SYN04286,Female,,Yes,Yes,20,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,60.88517956218557,1278.588770805897,Yes
SYN04287,Male,,No,No,68,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,79.82533936203644,5507.948415980514,Yes
SYN04288,Female,,Yes,No,67,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.38818020058775,7234.396253639968,No
SYN04289,Female,,No,Yes,36,No,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,61.077831864680434,2259.879778993176,No
SYN04290,Male,,Yes,No,54,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,81.61528925494088,4488.840909021748,No
SYN04291,Male,,Yes,No,13,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),103.53019324448967,1449.4227054228554,Yes
SYN04292,Male,,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,95.07670243633181,475.38351218165906,No
SYN04293,Male,,No,Yes,43,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,62.900373001516705,2767.616412066735,No
SYN04294,Female,,Yes,No,29,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,94.45192066740513,2833.557620022154,No
SYN04295,Female,,Yes,No,29,No,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,80.34335149086333,2410.3005447258997,No
SYN04296,Male,,No,No,4,No,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.93171159029397,244.65855795146985,No
SYN04297,Female,,Yes,No,21,No,No phone service,DSL,No internet service,No,No,Yes,No,No internet service,Two year,No,Electronic check,28.32317506792809,623.109851494418,No
SYN04298,Female,,No,No,28,No,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,42.72571286443068,1239.0456730684898,Yes
SYN04299,Female,,No,Yes,38,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.847184148480366,1944.0401817907343,Yes
SYN04300,Female,,Yes,No,33,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,80.32607297701222,2731.0864812184154,No
SYN04301,Female,,Yes,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,75.63574534661586,1815.2578883187807,Yes
SYN04302,Male,,No,No,47,No,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),52.18270853557691,2504.7700097076913,Yes
SYN04303,Male,,Yes,Yes,21,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),103.58482237300656,2278.8660922061445,Yes
SYN04304,Male,,No,No,37,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,57.26192219806163,2175.953043526342,No
SYN04305,Male,,No,No,28,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),52.47246893391047,1521.7015990834036,No
SYN04306,Female,,Yes,Yes,54,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.03084770092086,3796.696623550647,Yes
SYN04307,Female,,No,Yes,36,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,78.14343178088242,2891.3069758926495,No
SYN04308,Female,,No,No,25,No,No,No,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),57.75391040737173,1501.601670591665,No
SYN04309,Female,,Yes,Yes,30,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,51.986752951290846,1611.5893414900163,No
SYN04310,Male,,No,No,60,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,125.97877575160302,7684.705320847785,Yes
SYN04311,Female,,No,No,37,No,No,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,58.774808764983845,2233.442733069386,Yes
SYN04312,Female,,No,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.5937343911889,999.468422214967,No
SYN04313,Female,,No,No,57,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),108.34174342955657,6283.821118914281,No
SYN04314,Male,,Yes,No,61,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,47.44242086673891,2941.430093737812,No
SYN04315,Male,,No,Yes,31,No,No,No,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,48.05319589845243,1537.7022687504777,No
SYN04316,Female,,Yes,No,64,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,113.63051787875716,7385.983662119215,No
SYN04317,Female,,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,29.244501155534806,497.1565196440917,Yes
SYN04318,Female,,Yes,Yes,13,No,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,62.689868126349836,877.6581537688977,Yes
SYN04319,Female,,Yes,No,55,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),63.629772598937066,3563.267265540476,No
SYN04320,Female,,No,Yes,12,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,38.302276525851966,497.9295948360756,No
SYN04321,Male,,Yes,No,11,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,75.13634741560071,901.6361689872085,Yes
SYN04322,Female,,Yes,Yes,56,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,58.11548094180706,3312.5824136830024,No
SYN04323,Male,,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,5.273803276153998,21.095213104615993,No
SYN04324,Female,,No,No,14,No,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,36.57926943285118,548.6890414927676,No
SYN04325,Male,,Yes,No,58,No,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,21.07120681058577,1243.2012018245605,No
SYN04326,Female,,Yes,No,53,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.35069833147737,2286.937709899778,Yes
SYN04327,Male,,No,No,14,No,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.80860078068111,597.1290117102167,Yes
SYN04328,Female,,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.83389908217345,2196.3457798078157,No
SYN04329,Male,,No,No,35,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.85141247932448,2550.6508492556814,Yes
SYN04330,Male,,Yes,Yes,48,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,41.42419000060587,2029.7853100296875,Yes
SYN04331,Male,,Yes,No,56,No,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,76.19247573061378,4342.971116644985,Yes
SYN04332,Female,,Yes,No,9,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),116.84927859734701,1168.49278597347,No
SYN04333,Female,,Yes,No,28,No,No phone service,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,58.767021478435275,1704.243622874623,Yes
SYN04334,Female,,Yes,Yes,58,No,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,29.98717304262098,1769.2432095146378,No
SYN04335,Male,,Yes,Yes,52,No,No,DSL,Yes,No,No,No,No,No internet service,Two year,No,Credit card (automatic),81.54768656263458,4322.027387819633,Yes
SYN04336,Female,,No,No,53,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,57.02212939332331,3079.194987239459,Yes
SYN04337,Female,,No,No,55,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),27.771083777841035,1555.180691559098,Yes
SYN04338,Male,,Yes,No,3,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),104.0509707501655,416.203883000662,No
SYN04339,Female,,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.32123024409285,2708.673216590507,No
SYN04340,Male,,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,9.593753928462291,67.15627749923604,No
SYN04341,Male,,Yes,No,4,No,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,79.39388238765382,396.9694119382691,No
SYN04342,Female,,Yes,No,46,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.29962170097704,2787.0822199459208,No
SYN04343,Female,,No,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,34.825871552758336,1288.5572474520584,No
SYN04344,Female,,Yes,No,39,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),87.67046566360854,3506.8186265443414,Yes
SYN04345,Male,,No,No,19,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),82.78539986117224,1655.7079972234446,Yes
SYN04346,Male,,No,No,38,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),10.076862258832392,392.99762809446327,Yes
SYN04347,Female,,No,No,69,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,24.127898448925748,1688.9528914248024,No
SYN04348,Female,,Yes,Yes,16,No,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,84.1943416684878,1431.3038083642925,Yes
SYN04349,Female,,Yes,No,59,No,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.6122029957027,3156.7321797421623,Yes
SYN04350,Male,,Yes,Yes,14,No,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.70886567474867,1090.63298512123,Yes
SYN04351,Female,,No,No,45,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.97183173511993,2298.7042598155167,Yes
SYN04352,Female,,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),97.56917505660104,2536.798551471627,No
SYN04353,Male,,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,89.7645288635573,1346.4679329533597,No
SYN04354,Male,,Yes,No,40,No,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,122.60062001644279,5026.625420674154,Yes
SYN04355,Female,,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),114.40625318965621,1716.0937978448433,No
SYN04356,Male,,Yes,No,44,No,No,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,52.03652410984117,2341.6435849428526,Yes
SYN04357,Male,,Yes,Yes,65,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,52.93308195983119,3493.583409348859,No
SYN04358,Male,,Yes,No,10,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),45.774320385137116,503.5175242365083,No
SYN04359,Male,,No,No,3,No,No,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),85.75036296629892,343.0014518651957,Yes
SYN04360,Female,,No,Yes,58,No,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,109.09564004930813,6436.6427629091795,Yes
SYN04361,Male,,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,84.18163780027345,2609.6307718084768,No
SYN04362,Male,,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,49.12960034132152,540.4256037545367,No
SYN04363,Male,,Yes,No,9,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.51085017286053,375.1085017286053,No
SYN04364,Male,,Yes,Yes,43,No,No phone service,No,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.518596297802304,2442.8182371033013,Yes
SYN04365,Female,,No,No,32,No,No phone service,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,55.83987930034199,1842.7160169112858,No
SYN04366,Female,,Yes,Yes,58,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),8.403265371813447,495.79265693699335,No
SYN04367,Male,,No,No,53,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,93.39792670151795,5043.488041881969,Yes
SYN04368,Male,,No,No,42,No,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,93.10673037610704,4003.5894061726026,No
SYN04369,Female,,No,No,68,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,34.97221453580466,2413.0828029705217,Yes
SYN04370,Female,,No,No,14,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.20655355981876,1683.0983033972814,No
SYN04371,Female,,Yes,Yes,5,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.59819837941748,501.5891902765049,No
SYN04372,Male,,Yes,No,66,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.41549949838195,6325.83846639159,No
SYN04373,Female,,No,No,65,No,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,46.71697456336912,3083.320321182362,No
SYN04374,Male,,Yes,Yes,49,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),122.37399610813026,6118.6998054065125,No
SYN04375,Male,,Yes,No,59,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,100.91363964645032,6054.818378787019,No
SYN04376,Male,,No,No,55,No,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,68.59272511170632,3841.1926062555535,No
SYN04377,Female,,Yes,No,7,No,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),103.79257097465496,830.3405677972397,No
SYN04378,Female,,Yes,No,12,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),136.1830749696061,1770.3799746048794,Yes
SYN04379,Female,,Yes,No,72,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.55140905967879,3836.2528613565514,Yes
SYN04380,Male,,No,Yes,52,No,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.59283212892119,3900.420102832823,No
SYN04381,Female,,No,No,43,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),50.000418423864424,2200.0184106500346,No
SYN04382,Male,,Yes,No,46,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),34.57503613480756,1625.0266983359554,No
SYN04383,Female,,No,No,15,No,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.41125521836571,1574.5800834938514,No
SYN04384,Male,,No,Yes,24,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,61.368211529895085,1534.2052882473772,Yes
